visitor_id,item_id,how_many_view_for_item,how_many_view_for_item_in_last_week
825548,274599,0,0
825548,58086,0,0
825550,342324,2,2
825557,123569,2,2
825557,244458,9,8
825557,414654,0,0
825563,347595,2,2
825566,376751,1,1
825575,114953,9,9
825608,345694,0,0
825608,320130,0,0
825624,299975,1,1
825686,27944,1,1
825710,25,4,4
825800,246532,3,3
825812,169344,1,1
825812,84452,3,3
825849,452252,0,0
825869,33993,0,0
825869,166798,0,0
825905,266900,3,3
825946,170262,1,1
825964,212917,1,1
826010,138356,2,2
826016,125831,2,2
826054,347264,2,2
826070,436641,1,1
826073,186352,3,3
826098,227667,3,1
826101,421063,1,1
826140,347247,1,1
826157,328467,3,3
826318,398579,4,4
826367,109583,2,2
826477,458096,2,2
826477,437205,2,2
826536,41978,1,1
826586,8300,0,0
826620,138837,1,1
826640,465226,1,1
826654,116023,1,1
826663,257308,0,0
826663,382499,0,0
826707,461835,1,1
826745,440677,1,1
826774,347113,3,3
826783,248455,1,1
826799,13711,3,3
826820,97914,1,1
826958,426947,3,3
826976,312728,1,1
826977,437122,2,2
826977,212917,2,2
826985,74475,3,3
826991,112290,0,0
826991,404588,0,0
827010,255284,1,1
827010,307539,2,2
827015,181050,1,1
827018,315545,4,4
827075,229382,4,4
827075,81981,9,8
827110,246487,1,1
827144,18553,4,4
827184,123964,0,0
827188,189444,0,0
827191,252314,2,2
827321,395068,1,1
827333,353686,1,1
827376,412622,0,0
827495,377151,2,2
827502,406980,1,1
827502,34805,1,1
827536,180214,1,1
827616,463025,1,1
827689,457942,7,7
827743,268889,0,0
827760,389216,1,1
827761,445849,1,1
827812,458265,0,0
827812,448972,0,0
827812,101714,0,0
827812,330636,0,0
827812,91215,1,1
827884,73465,1,1
827884,21035,1,1
827980,452414,1,1
827999,78496,1,1
828008,176669,2,2
828136,171543,0,0
828219,6853,2,2
828233,1868,2,2
828242,290172,2,2
828257,271324,2,2
828283,8681,1,1
828283,234857,3,3
828290,449023,2,2
828308,255725,16,16
828361,37029,6,2
828421,319680,2,2
828437,17322,1,1
828524,138640,1,1
828542,427507,1,1
828619,363881,1,1
828726,198144,1,1
828792,67614,2,2
828821,222184,1,1
828874,11311,0,0
828925,415610,2,2
828938,183087,1,1
828955,36832,0,0
828997,396713,2,2
829030,174878,11,11
829033,85047,1,1
829053,241752,2,2
829083,344638,0,0
829133,316753,0,0
829183,176648,3,3
829198,98547,1,1
829253,38680,5,5
829260,338222,1,1
829289,341163,2,2
829289,87339,1,1
829289,8847,3,3
829289,248568,3,3
829289,81155,1,1
829289,381919,1,1
829289,25170,2,2
829289,165018,3,3
829289,138661,1,1
829289,107875,1,1
829289,281103,3,3
829289,162375,2,2
829289,191581,1,1
829289,67486,3,3
829289,289922,3,3
829289,140661,1,1
829289,321722,2,2
829289,390799,1,1
829289,285055,1,1
829289,399069,2,2
829289,360344,1,1
829289,440912,2,2
829395,114070,1,1
829503,53524,2,2
829611,385892,12,12
829618,419088,3,3
829627,36210,0,0
829695,338660,0,0
829709,236180,1,1
829710,296498,0,0
829738,442721,0,0
829742,215027,1,1
829742,201461,2,2
829742,62312,1,1
829868,204057,4,4
829943,123548,2,2
829954,354585,1,1
829964,237817,6,6
830026,436748,2,2
830035,322810,0,0
830046,246985,1,1
830069,45583,0,0
830075,387947,1,1
830082,303695,1,1
830113,307770,2,2
830141,312717,7,5
830182,170498,0,0
830232,130964,3,3
830232,126810,1,1
830232,75458,2,2
830232,344071,1,1
830232,5848,1,1
830235,285773,2,2
830267,163587,1,1
830293,440909,1,1
830328,321677,1,1
830354,151228,5,5
830370,461686,1,1
830385,110403,3,3
830564,74952,0,0
830564,372756,1,1
830564,381613,0,0
830605,161610,1,1
830654,212156,2,2
830793,367664,7,7
830831,40990,1,1
830848,20542,1,1
830875,267249,1,1
830875,161553,1,1
830875,67438,4,4
830875,221794,1,1
830875,267641,3,3
830915,288778,7,5
830951,186243,0,0
830951,359567,0,0
830977,382592,1,1
831008,200242,1,1
831011,110480,5,5
831015,398579,2,1
831056,409804,1,1
831120,180566,2,2
831120,136565,1,1
831120,373315,2,2
831139,30336,0,0
831139,31239,2,2
831175,441852,2,2
831213,366213,1,1
831231,412898,2,2
831253,250041,2,2
831363,82232,1,1
831412,445351,0,0
831413,420914,1,1
831413,126307,2,2
831443,89415,3,3
831449,159780,5,5
831463,10966,2,2
831536,175688,1,1
831536,144781,1,1
831571,188463,3,3
831598,412900,1,1
831598,80183,2,2
831598,253125,2,2
831598,163275,2,2
831605,57810,1,1
831617,285055,2,2
831809,219094,1,1
831812,19883,1,1
831854,170277,2,2
831928,127123,0,0
831928,195958,0,0
831928,31830,1,1
831937,53436,3,3
831966,130231,3,2
832018,133814,1,1
832050,313736,2,2
832059,308072,0,0
832059,293737,0,0
832059,320396,0,0
832088,448847,1,1
832148,98467,2,2
832165,270081,2,2
832195,271464,3,3
832199,298056,0,0
832222,308209,1,1
832229,64728,2,2
832241,68105,1,1
832269,367447,1,1
832340,445937,2,2
832453,450493,1,1
832453,222789,1,1
832527,339808,1,1
832580,461686,1,1
832638,107704,0,0
832664,19278,1,1
832690,304537,4,4
832696,157105,2,2
832696,428002,7,7
832696,99675,2,2
832696,292559,1,1
832747,59122,1,1
832751,321521,1,1
832755,320526,1,1
832767,433667,1,1
832772,329766,3,3
832773,195852,5,3
832864,332965,1,1
832875,441691,1,1
832904,227790,3,3
832922,82608,1,1
832953,417025,3,3
832953,121595,3,3
833060,285069,7,1
833062,373600,1,1
833144,376932,1,1
833342,329576,3,3
833351,451500,1,1
833351,172999,0,0
833363,340749,4,4
833404,231482,5,5
833429,415818,1,1
833443,266439,1,1
833447,54767,2,2
833560,450758,1,1
833586,188493,3,3
833592,189286,2,2
833719,53636,4,4
833719,81808,1,1
833797,177555,6,6
833802,26634,4,4
833802,386616,1,1
833802,403215,1,1
833834,354709,1,1
833860,133224,2,2
833906,141480,1,1
833906,441415,2,2
834036,46753,7,7
834113,464930,0,0
834131,327907,1,1
834266,450565,0,0
834280,110513,0,0
834280,12691,0,0
834280,343375,1,1
834311,410215,1,1
834360,275570,3,3
834374,267347,1,1
834374,243250,3,3
834415,243265,2,2
834421,416017,1,1
834564,403566,4,4
834565,203915,1,1
834617,388097,1,1
834624,463617,0,0
834646,432183,0,0
834646,140532,3,3
834659,135823,2,2
834659,342330,2,2
834679,287449,4,4
834722,140934,2,2
834733,50226,0,0
834733,227211,0,0
834763,11666,0,0
834763,415330,0,0
834763,169855,0,0
834763,364947,0,0
834763,62613,4,4
834898,279585,1,1
834912,397236,1,1
834943,25122,3,3
834998,180363,1,1
834998,385355,3,3
835090,409804,1,1
835093,208270,1,1
835094,228166,2,2
835117,276848,2,2
835125,287962,1,1
835158,174368,2,2
835188,115923,1,1
835193,429449,1,1
835208,315756,4,4
835266,95633,2,2
835321,466688,1,1
835321,407785,1,1
835343,65633,3,3
835408,416017,1,1
835423,303791,0,0
835424,193828,2,2
835528,183361,2,2
835586,180751,2,2
835637,165302,3,3
835644,174717,3,3
835647,461279,1,1
835647,364327,4,4
835647,65426,1,1
835647,366387,2,2
835647,19750,0,0
835648,113233,1,1
835657,461686,2,2
835691,156466,4,4
835759,346673,4,4
835779,58726,5,5
835790,314304,5,5
835842,360994,3,3
835926,202952,2,2
835939,85579,2,2
836036,302035,2,2
836036,451607,2,2
836044,29741,66,6
836045,459546,2,2
836045,19278,0,0
836087,312728,0,0
836087,283923,0,0
836088,326609,0,0
836115,403,3,3
836152,272770,2,2
836155,95255,1,1
836186,149822,1,1
836212,263385,4,4
836212,27736,1,1
836223,292240,2,2
836325,279534,0,0
836341,302887,1,1
836347,64154,1,1
836479,113357,0,0
836479,98412,1,1
836479,97800,0,0
836479,73894,0,0
836479,99117,0,0
836479,329823,0,0
836479,85791,1,1
836479,394882,0,0
836479,275248,0,0
836479,178415,0,0
836479,28386,0,0
836485,350299,1,1
836509,327799,7,6
836516,262323,3,2
836539,420960,4,4
836540,416979,1,1
836542,287647,1,1
836577,326551,1,1
836604,135004,1,1
836635,4959,3,3
836635,146797,3,3
836635,436115,3,3
836635,321905,4,3
836635,243606,1,1
836635,322619,2,2
836635,390467,2,2
836635,4001,6,2
836635,5675,6,6
836635,466614,6,6
836635,40140,2,2
836635,381934,4,4
836635,386636,2,2
836635,433649,3,3
836635,132600,3,3
836635,48030,13,3
836635,104432,4,4
836635,21320,4,4
836635,169679,4,4
836635,69783,2,2
836635,444006,2,2
836635,168927,4,4
836635,402225,1,1
836635,303828,3,3
836635,410460,1,1
836635,450641,1,1
836635,113233,2,2
836635,206241,3,3
836635,353364,6,6
836635,17478,4,4
836635,55543,3,3
836635,307201,8,8
836635,408218,1,1
836635,358348,2,2
836635,369933,2,2
836635,220591,1,1
836635,148666,1,1
836635,231092,3,3
836635,65346,3,3
836635,386724,3,3
836635,217278,4,4
836635,283405,2,2
836635,76941,2,2
836635,187318,2,2
836635,30336,2,2
836635,308967,2,2
836635,122041,1,1
836635,107195,3,3
836635,44648,2,2
836635,139207,1,1
836635,52815,2,2
836635,238942,1,1
836635,388097,1,1
836635,268530,1,1
836635,311464,4,4
836635,198637,5,5
836635,406412,3,3
836635,439194,3,2
836635,193828,2,2
836635,433264,3,3
836635,266085,2,2
836635,103156,2,2
836635,159344,1,1
836635,155354,2,2
836635,59665,3,3
836635,232406,3,3
836635,37068,5,5
836635,416017,4,4
836635,409411,1,1
836635,95981,1,1
836635,187494,3,3
836635,248512,1,1
836635,115826,3,3
836635,1261,1,1
836635,198995,2,2
836635,161623,2,2
836635,147879,3,3
836635,125068,1,1
836635,127879,2,2
836635,13280,1,1
836635,153889,3,3
836635,100327,3,3
836635,19462,2,2
836635,191223,1,1
836635,329468,0,0
836635,317376,3,3
836635,8122,2,2
836635,293304,2,2
836635,264179,2,2
836635,377863,3,3
836635,176730,2,2
836635,399592,2,2
836635,320914,3,3
836635,77995,1,1
836635,419194,4,4
836635,243143,3,3
836635,257748,2,2
836635,465472,3,3
836635,7147,2,1
836635,254196,1,1
836635,164454,3,3
836635,359439,2,2
836635,425758,3,2
836635,211732,3,3
836635,207832,2,2
836635,15616,1,1
836635,200457,2,2
836635,311879,2,2
836635,181365,2,2
836635,157725,2,2
836635,309605,4,4
836635,368843,4,4
836635,399983,1,1
836635,268149,2,2
836635,350103,3,3
836635,268982,4,4
836635,349002,2,2
836757,352932,1,1
836799,220410,2,2
836813,466093,4,4
836818,213464,1,1
836852,278843,1,1
836852,304685,2,2
836854,57445,0,0
836888,159996,4,4
836952,291435,1,1
837006,91264,0,0
837007,325310,1,1
837052,153036,5,5
837052,312555,1,1
837052,304403,1,1
837052,139085,2,2
837052,249815,1,1
837149,299817,0,0
837186,383019,1,1
837197,190000,12,12
837232,259884,2,2
837233,360886,1,1
837283,340808,1,1
837284,397642,2,2
837341,28483,2,2
837377,130429,1,1
837377,444968,2,2
837377,450835,2,2
837377,268586,1,1
837377,9056,1,1
837377,442989,1,1
837377,433352,1,1
837377,210786,0,0
837377,438701,2,2
837377,87562,2,2
837377,364262,0,0
837430,370188,0,0
837464,270913,1,1
837490,432925,1,1
837524,294438,1,1
837553,100478,1,1
837576,372188,1,1
837602,98859,1,1
837602,287496,2,2
837602,463613,0,0
837602,266895,1,1
837602,134767,1,1
837602,153399,3,3
837602,89704,1,1
837657,391472,14,2
837657,134767,8,2
837675,280187,1,1
837781,461686,1,1
837811,113535,0,0
837941,61512,0,0
837952,20098,1,1
837977,185196,3,1
837999,49134,1,1
837999,398821,1,1
837999,44001,2,2
838014,449290,1,1
838086,256721,1,1
838092,320130,3,3
838113,294242,1,1
838117,206298,1,1
838117,81763,1,1
838117,87856,1,1
838154,4430,3,3
838164,413986,1,1
838194,84997,1,1
838202,268883,1,1
838226,121231,2,2
838226,14194,3,3
838302,168100,0,0
838372,405934,1,1
838447,57435,1,1
838490,235047,3,3
838499,339713,2,2
838512,2463,1,1
838556,223951,1,1
838630,258608,1,1
838659,306297,2,2
838693,296933,1,1
838823,415562,5,5
839144,154802,1,1
839288,10291,0,0
839314,374092,3,3
839322,290993,4,4
839347,264605,1,1
839419,359251,2,2
839455,393336,0,0
839467,165476,1,1
839496,345308,1,1
839521,405729,0,0
839521,233691,2,2
839521,377216,0,0
839521,154098,6,6
839529,303715,5,4
839529,126355,0,0
839529,407830,0,0
839629,127042,4,4
839635,418560,8,2
839657,188051,0,0
839659,377863,0,0
839694,458271,1,1
839704,210846,2,2
839728,107162,1,1
839747,454263,1,1
839761,316722,1,1
839804,185348,1,1
839852,88594,5,5
839860,328696,2,2
839871,449501,3,3
839966,424506,2,2
840029,302144,2,2
840031,219660,0,0
840031,128147,0,0
840074,466109,1,1
840076,309403,1,1
840126,413110,0,0
840150,446978,1,1
840206,57841,1,1
840313,322501,1,1
840329,153778,2,2
840338,398762,0,0
840427,239086,2,2
840427,88553,1,1
840638,462188,1,1
840714,87188,0,0
840783,320130,4,4
840793,224295,4,4
840811,365692,3,3
840817,153036,2,2
840863,278460,0,0
840864,146661,0,0
840868,299852,3,3
840911,352634,1,1
840911,454818,1,1
840911,240170,3,3
840962,333015,0,0
841012,197980,2,2
841053,441588,1,1
841077,406743,1,1
841077,451836,2,2
841077,392583,1,1
841102,106741,1,1
841422,366859,0,0
841511,105700,3,3
841532,29172,1,1
841560,348983,1,1
841595,466861,0,0
841651,402445,1,1
841657,266553,7,7
841667,23762,0,0
841691,172135,1,1
841691,317435,1,1
841714,12673,1,1
841767,260194,2,2
841788,233925,6,6
841825,421884,2,2
841888,299817,2,2
841939,423339,3,3
841939,69685,2,2
841939,257040,1,1
841939,436195,2,2
841939,420960,1,1
841939,448494,1,1
841939,222285,1,1
841939,113440,1,1
841939,291893,1,1
841939,71733,2,2
841939,302478,1,1
841939,346203,2,2
841939,260005,1,1
841939,405770,3,3
841939,302587,2,2
841939,348099,2,2
841939,289915,1,1
841939,122604,1,1
841939,230911,2,2
841939,44267,1,1
841939,148855,2,2
841939,178274,1,1
841939,315685,1,1
841939,148285,1,1
841939,271930,1,1
841939,366238,1,1
841939,457231,2,2
841939,247240,2,2
841939,39677,2,2
841939,129138,3,3
841939,249702,1,1
841939,345136,1,1
841939,253286,2,2
841939,442131,1,1
841939,352258,2,2
841939,270532,0,0
841939,16633,1,1
841939,247755,1,1
841939,424421,1,1
841939,150730,2,2
841939,85914,1,1
841981,278214,2,2
842210,134979,0,0
842249,340749,4,4
842252,114256,0,0
842264,126926,2,2
842297,274225,2,2
842309,168504,0,0
842344,390591,0,0
842357,13783,2,2
842413,242981,1,1
842426,118752,1,1
842468,421606,1,1
842470,113019,1,1
842521,218277,2,1
842535,184199,1,1
842547,159780,6,6
842581,461671,14,14
842636,131131,4,4
842668,133323,0,0
842668,183501,0,0
842668,455864,0,0
842668,220579,0,0
842668,339174,1,1
842668,89379,1,1
842668,354355,1,1
842668,325641,1,1
842668,210885,0,0
842668,207494,0,0
842668,387756,1,1
842668,291609,0,0
842668,337367,0,0
842668,323644,0,0
842668,117916,0,0
842668,26838,0,0
842668,280046,0,0
842668,191063,0,0
842668,275658,0,0
842668,292604,0,0
842668,443027,0,0
842668,390287,0,0
842668,443791,0,0
842668,373360,0,0
842668,236997,0,0
842668,106359,0,0
842668,400372,0,0
842668,451074,0,0
842668,334133,0,0
842668,343145,0,0
842668,386587,0,0
842668,177048,1,1
842668,286387,0,0
842713,173653,0,0
842735,25662,1,1
842751,112709,2,2
842845,52466,3,3
842871,240778,1,1
842882,23706,1,1
842904,208939,3,3
842906,425867,1,1
842938,374841,0,0
842945,393756,0,0
842945,294932,0,0
842945,443161,0,0
842945,451931,0,0
842973,49339,2,2
843120,357747,10,10
843140,421562,1,1
843151,354153,7,7
843162,154802,1,1
843196,444190,1,1
843196,287449,1,1
843205,29741,1,1
843241,160302,5,5
843246,153778,1,1
843276,148360,6,6
843276,102934,1,1
843276,116508,2,2
843276,328526,1,1
843276,387636,3,3
843276,262762,2,2
843276,150727,0,0
843284,433602,1,1
843284,358348,2,2
843284,413874,1,1
843284,269811,5,5
843284,116624,4,4
843411,25949,4,4
843417,133103,10,10
843438,64396,1,1
843438,116565,1,1
843445,380825,2,2
843449,72521,0,0
843535,357531,1,1
843545,387279,13,3
843676,466844,1,1
843728,19349,3,3
843754,79378,2,2
843757,403969,2,2
843805,124524,1,1
843838,101156,2,2
843838,67434,2,2
843852,414196,0,0
843884,228392,2,2
843890,354484,0,0
843917,46874,2,2
843934,353347,1,1
843955,278100,1,1
843957,118856,2,2
843966,460625,2,2
844026,234463,1,1
844036,192288,1,1
844036,312336,2,2
844060,281270,1,1
844103,260481,1,1
844104,1261,0,0
844104,152590,1,1
844128,275518,0,0
844128,160966,0,0
844158,447661,0,0
844366,255344,1,1
844369,190000,3,3
844406,156302,2,2
844423,464404,1,1
844447,240470,1,1
844463,94121,1,1
844463,17419,7,7
844463,273747,1,1
844463,207371,2,2
844504,151508,1,1
844508,112527,0,0
844508,338660,1,1
844508,277490,2,2
844612,414221,1,1
844650,253615,1,1
844656,12217,4,4
844701,184199,1,1
844703,144962,2,2
844721,318333,3,3
844829,210965,1,1
844840,144704,2,2
844892,366861,2,2
844906,403847,2,2
844962,15903,2,2
845008,463792,0,0
845008,271801,0,0
845032,193675,7,4
845032,315543,12,12
845037,166691,2,2
845043,424512,4,4
845049,65580,1,1
845063,450226,1,1
845106,47647,3,3
845120,244252,2,2
845134,49621,0,0
845147,459056,3,3
845191,398756,1,1
845246,304154,0,0
845280,190172,1,1
845285,389158,0,0
845323,319043,0,0
845323,368159,0,0
845323,101020,0,0
845363,363736,0,0
845364,245476,0,0
845399,46300,3,1
845429,230432,2,2
845484,214519,2,1
845606,106741,1,1
845617,210693,1,1
845681,415818,2,2
845686,90715,2,2
845693,414368,2,2
845693,262699,0,0
845701,49676,1,1
845701,315545,5,5
845807,237422,0,0
845918,332333,0,0
845918,459546,0,0
845918,108433,0,0
845918,24297,0,0
845977,24734,1,1
846028,73364,2,2
846046,46232,1,1
846072,445351,1,1
846097,256146,1,1
846135,267236,1,1
846155,455887,1,1
846194,261673,2,2
846215,150803,2,1
846256,102478,2,2
846374,264183,0,0
846403,92625,1,1
846488,337196,1,1
846494,234403,1,1
846581,367434,1,1
846602,244027,3,3
846617,51969,3,3
846617,316024,0,0
846632,247909,0,0
846632,211193,3,3
846640,387162,1,1
846650,91093,1,1
846700,302168,2,2
846713,466008,15,10
846754,390992,1,1
846763,10572,0,0
846763,333039,0,0
846763,322892,0,0
846763,28072,0,0
846763,447067,0,0
846764,197899,1,1
846764,68806,1,1
846764,233760,2,2
846764,132099,2,2
846764,297929,1,1
846764,449499,1,1
846764,84367,0,0
846775,175885,1,1
846775,431028,1,1
846828,210822,1,1
846869,229819,2,2
846877,348131,0,0
846877,298056,0,0
846892,263182,2,2
846897,170709,0,0
846908,244717,4,4
846908,116371,1,1
846908,159581,3,3
846916,313163,6,6
846916,32131,7,7
846926,175885,1,1
847032,378893,4,4
847070,118551,4,4
847165,444712,0,0
847171,73019,2,2
847194,254205,1,1
847218,197852,2,2
847318,351101,3,3
847359,442565,2,2
847456,169583,3,3
847459,448044,1,1
847530,242796,1,1
847539,20407,1,1
847539,91708,1,1
847563,267250,3,3
847581,336359,4,4
847608,434277,0,0
847668,256473,4,4
847674,176162,2,2
847680,427462,2,2
847689,223992,1,1
847767,12523,1,1
847857,316255,0,0
847895,193272,1,1
847899,55409,0,0
847967,342642,1,1
847972,241853,1,1
848039,442721,1,1
848052,370607,2,2
848086,403591,2,2
848163,350527,1,1
848175,168937,2,2
848195,450082,2,2
848371,432748,2,2
848427,334947,0,0
848427,67434,2,2
848427,148433,1,1
848444,268048,0,0
848571,92271,4,4
848639,7111,1,1
848730,403617,0,0
848739,457162,1,1
848763,445459,1,1
848785,234308,9,8
848806,314124,0,0
848896,311931,3,3
848928,402455,2,2
848928,291467,3,3
849024,174279,1,1
849024,86957,1,1
849032,325842,2,2
849032,205183,5,5
849032,244571,2,2
849032,352072,1,1
849055,112009,1,1
849074,27127,1,1
849115,54435,1,1
849115,57723,1,1
849163,464731,1,1
849174,177618,0,0
849201,100282,1,1
849322,147555,3,3
849404,257120,1,1
849434,27221,1,1
849438,425310,1,1
849457,79572,0,0
849457,109656,2,2
849528,285930,2,2
849528,8692,2,2
849539,409296,0,0
849560,30024,2,2
849661,338817,2,2
849756,454467,13,13
849768,58663,1,1
849779,144076,1,1
849872,259710,1,1
849872,158569,1,1
849872,326609,0,0
849907,332078,5,5
849908,36904,2,2
849918,416023,1,1
849941,104432,5,5
849992,66780,1,1
850014,320620,0,0
850014,150107,1,1
850014,228066,0,0
850024,464998,2,2
850079,212652,0,0
850080,283786,1,1
850090,344951,0,0
850119,402455,1,1
850143,124193,4,4
850173,243470,2,2
850196,140262,2,2
850250,98063,1,1
850250,10986,1,1
850259,46166,0,0
850311,161707,2,2
850317,169583,2,2
850320,361850,3,3
850356,146123,1,1
850390,359344,1,1
850439,74578,1,1
850462,64776,2,2
850513,3656,1,1
850520,415888,1,1
850520,202634,1,1
850548,430292,1,1
850561,125084,3,3
850564,411959,3,3
850564,325673,3,3
850564,376008,3,3
850564,191547,4,4
850572,22926,1,1
850578,190534,1,1
850669,463872,3,3
850760,414633,2,2
850760,143841,3,3
850760,318423,1,1
850764,389818,1,1
850829,340749,2,2
850857,378637,1,1
850872,424899,11,11
850884,269877,0,0
850942,44959,1,1
850967,17910,2,2
850983,459664,3,3
851047,55925,1,1
851049,174265,6,6
851090,433900,0,0
851093,166014,4,4
851095,294351,1,1
851152,51360,3,3
851152,449912,1,1
851152,326449,3,3
851155,162046,1,1
851155,121595,0,0
851210,447067,0,0
851210,361753,0,0
851210,181182,0,0
851210,362495,0,0
851210,38751,0,0
851212,141240,0,0
851228,116624,2,2
851278,375699,1,1
851296,371228,3,3
851330,316243,1,1
851353,253188,1,1
851355,225412,0,0
851396,122021,1,1
851398,438554,1,1
851416,279473,0,0
851477,260735,1,1
851493,154448,1,1
851493,267451,2,2
851528,50367,1,1
851555,274460,4,4
851558,360821,1,1
851561,197270,1,1
851588,168460,1,1
851653,170283,1,1
851667,131348,1,1
851753,259608,1,1
851785,134525,0,0
851811,87127,2,2
851811,369112,5,5
851839,225856,2,2
851858,246362,7,4
851890,282868,0,0
851951,461686,1,1
851955,23683,1,1
851970,253731,3,3
851973,215704,0,0
851973,354676,1,1
852055,257392,4,4
852055,290841,5,5
852118,8833,0,0
852120,160966,1,1
852120,293911,1,1
852120,59290,0,0
852181,103375,0,0
852208,332183,4,4
852215,131542,1,1
852215,231111,1,1
852215,115328,1,1
852215,379520,6,6
852215,306620,1,1
852215,406398,1,1
852215,383087,3,3
852251,325772,2,2
852252,139918,30,7
852288,115754,0,0
852486,431115,0,0
852486,127080,1,1
852494,230099,2,2
852494,60385,2,2
852494,54230,1,1
852506,344723,0,0
852618,76196,2,2
852757,204790,2,2
852757,104634,0,0
852798,451806,3,3
852806,350960,3,3
852832,110272,0,0
852844,430200,1,1
852850,399031,4,4
852875,283861,1,1
852917,441852,0,0
852940,134767,0,0
853023,251394,1,1
853129,69735,3,3
853134,86464,2,2
853218,170403,5,1
853223,339703,1,1
853276,268081,1,1
853307,403645,1,1
853312,56100,1,1
853361,399486,0,0
853399,289681,2,2
853405,87557,1,1
853447,407253,3,2
853459,463719,2,2
853459,455886,2,2
853474,171586,0,0
853474,39732,1,1
853512,229305,7,7
853545,186260,8,8
853627,280946,6,6
853633,179601,3,3
853633,449912,7,7
853729,34278,1,1
853747,62507,0,0
853747,437106,1,1
853787,257155,6,4
853839,270120,5,4
853847,323484,1,1
853860,453390,0,0
853874,389321,1,1
853897,254432,2,2
853957,114851,3,3
854044,140055,1,1
854096,116794,1,1
854134,449776,3,3
854143,219270,4,4
854143,406538,1,1
854179,39959,3,3
854192,330506,8,8
854226,262105,3,3
854226,159174,2,2
854226,375019,3,3
854226,185994,2,2
854226,168491,1,1
854226,5875,0,0
854226,7317,0,0
854226,83065,3,3
854227,372442,1,1
854233,411886,5,5
854236,12827,1,1
854310,175485,4,1
854341,97346,1,1
854379,298771,4,2
854415,36442,5,5
854415,381588,5,5
854514,234255,0,0
854516,445105,4,4
854517,447848,2,2
854535,344755,0,0
854535,44888,0,0
854535,184074,0,0
854701,419231,3,3
854730,268911,1,1
854740,115530,4,4
854793,275339,12,3
854797,396647,5,5
854797,24727,6,6
854799,438345,0,0
854854,460553,4,3
854858,58638,3,3
854858,432478,1,1
854863,146100,3,3
854879,129279,7,7
854892,382354,2,2
854900,339703,1,1
854942,368260,1,1
854976,406939,2,2
854976,47170,0,0
855024,413951,1,1
855092,109589,1,1
855097,73297,2,2
855111,361499,2,2
855126,322642,1,1
855203,210087,1,1
855211,438277,0,0
855251,251396,3,3
855335,44480,1,1
855347,355393,1,1
855383,74833,1,1
855383,177257,1,1
855454,241523,1,1
855454,415375,2,2
855470,38965,0,0
855497,206680,6,6
855522,82734,1,1
855577,318333,0,0
855614,300906,1,1
855640,303238,0,0
855640,61632,1,1
855640,401652,1,1
855640,339075,0,0
855675,231280,1,1
855713,403564,3,3
855713,216556,2,2
855713,357583,1,1
855722,76447,0,0
855722,97139,2,2
855728,360825,1,1
855728,293101,1,1
855728,198991,1,1
855728,240721,2,2
855728,283926,1,1
855750,290197,2,2
855750,75138,2,2
855750,272709,2,2
855941,235771,1,1
856045,270144,2,2
856045,57275,2,2
856068,309821,8,8
856130,276559,2,2
856159,93831,1,1
856197,206930,0,0
856226,344874,2,2
856226,101443,1,1
856244,370635,1,1
856304,441852,6,6
856489,334800,0,0
856566,193776,1,1
856584,88806,0,0
856584,57744,0,0
856584,214183,0,0
856600,450760,2,2
856623,416952,1,1
856638,234255,0,0
856639,95729,1,1
856658,276559,4,4
856671,179317,2,2
856753,60980,7,7
856766,439856,8,8
856826,450082,2,2
856897,464409,4,4
856897,19572,1,1
856909,450082,10,3
856909,193828,11,3
856949,253084,1,1
856996,168010,0,0
856996,232085,0,0
857013,340375,3,3
857013,96985,4,4
857016,67615,3,3
857041,348949,3,3
857125,370998,1,1
857188,160815,0,0
857199,404264,1,1
857205,329104,0,0
857239,379730,2,2
857310,279866,2,2
857355,455570,5,2
857417,119433,3,3
857465,93734,2,2
857465,4289,0,0
857470,325774,0,0
857490,294089,0,0
857520,169260,0,0
857535,301656,12,9
857571,359211,2,2
857641,143418,4,4
857641,113440,2,2
857660,17766,8,6
857709,374449,3,3
857716,9975,1,1
857780,137005,2,2
857834,62609,1,1
857868,274798,0,0
857906,101406,1,1
857921,291728,0,0
858028,129354,3,3
858097,64377,3,3
858101,321905,2,2
858127,23762,9,1
858214,244205,2,1
858233,154631,1,1
858253,138027,1,1
858263,405321,7,7
858295,122931,4,4
858299,307455,2,2
858324,416017,4,4
858324,224295,1,1
858333,243566,3,2
858379,336393,2,2
858411,385922,2,2
858411,432183,1,1
858436,457231,2,2
858445,165169,12,12
858493,268872,1,1
858513,150687,0,0
858540,404591,1,1
858637,223057,1,1
858649,466109,8,8
858738,142819,4,4
858750,107686,0,0
858868,90487,6,6
858894,283579,0,0
858921,239416,10,10
858934,185260,4,2
858951,343255,4,4
858957,8557,2,2
858959,285430,1,1
858966,59204,9,9
859004,13825,2,2
859026,210237,2,2
859080,241555,3,3
859261,205840,1,1
859261,201620,0,0
859349,301079,1,1
859358,345806,1,1
859359,90210,0,0
859433,397013,2,2
859433,53316,1,1
859433,366450,2,2
859433,158086,1,1
859433,227211,2,2
859443,179807,2,2
859452,302237,0,0
859452,381109,0,0
859452,99982,0,0
859454,23626,1,1
859454,402462,1,1
859454,309438,1,1
859462,85945,2,2
859598,417927,1,1
859654,465751,3,3
859673,75666,1,1
859695,209577,5,5
859710,47028,2,2
859781,210486,2,2
859783,254029,4,2
859783,138290,3,3
